Outer Repeat,Fold,Inner Repeat,Split,Experiment
1,3,1.0,Inner Train,"(20, 100, 15, 2)"
1,3,1.0,Inner Train,"(20, 100, 15, 3)"
1,3,1.0,Inner Train,"(20, 100, 20, 2)"
1,3,1.0,Inner Train,"(20, 100, 20, 3)"
1,3,1.0,Inner Train,"(25, 10, 10, 1)"
1,3,1.0,Inner Train,"(25, 10, 15, 1)"
1,3,1.0,Inner Train,"(25, 10, 20, 1)"
1,3,1.0,Inner Train,"(25, 16, 10, 1)"
1,3,1.0,Inner Train,"(25, 16, 10, 2)"
1,3,1.0,Inner Train,"(25, 16, 15, 1)"
1,3,1.0,Inner Train,"(25, 16, 15, 2)"
1,3,1.0,Inner Train,"(25, 16, 20, 1)"
1,3,1.0,Inner Train,"(25, 25, 10, 2)"
1,3,1.0,Inner Train,"(25, 25, 15, 2)"
1,3,1.0,Inner Train,"(25, 25, 20, 1)"
1,3,1.0,Inner Train,"(25, 25, 20, 2)"
1,3,1.0,Inner Train,"(25, 40, 10, 1)"
1,3,1.0,Inner Train,"(25, 40, 10, 2)"
1,3,1.0,Inner Train,"(25, 40, 15, 1)"
1,3,1.0,Inner Train,"(25, 40, 15, 2)"
1,3,1.0,Inner Train,"(25, 40, 20, 1)"
1,3,1.0,Inner Train,"(25, 40, 20, 2)"
1,3,1.0,Inner Train,"(25, 63, 10, 2)"
1,3,1.0,Inner Train,"(25, 63, 15, 1)"
1,3,1.0,Inner Train,"(25, 63, 15, 2)"
1,3,1.0,Inner Train,"(25, 63, 20, 1)"
1,3,1.0,Inner Train,"(25, 100, 10, 2)"
1,3,1.0,Inner Train,"(25, 100, 15, 1)"
1,3,1.0,Inner Train,"(25, 100, 15, 2)"
1,3,1.0,Inner Train,"(25, 100, 20, 2)"
1,3,1.0,Validation,"(20, 40, 15, 2)"
1,3,1.0,Validation,"(15, 16, 20, 1)"
1,3,1.0,Validation,"(10, 25, 20, 2)"
1,3,1.0,Validation,"(10, 63, 15, 1)"
1,3,1.0,Validation,"(10, 63, 10, 3)"
1,3,1.0,Validation,"(15, 16, 10, 2)"
1,3,1.0,Validation,"(10, 10, 20, 1)"
1,3,1.0,Validation,"(20, 40, 20, 1)"
1,3,1.0,Validation,"(15, 10, 20, 2)"
1,3,1.0,Validation,"(15, 25, 15, 1)"
1,3,1.0,Validation,"(10, 100, 15, 2)"
1,3,1.0,Validation,"(15, 40, 15, 1)"
1,3,1.0,Validation,"(20, 10, 10, 2)"
1,3,1.0,Validation,"(20, 10, 20, 3)"
1,3,1.0,Validation,"(25, 25, 15, 1)"
1,3,1.0,Validation,"(25, 10, 20, 2)"
1,3,1.0,Validation,"(20, 10, 15, 1)"
1,3,1.0,Validation,"(10, 100, 20, 1)"
1,3,1.0,Validation,"(15, 40, 10, 3)"
1,3,1.0,Validation,"(20, 25, 15, 2)"
1,3,1.0,Validation,"(10, 16, 15, 2)"
1,3,1.0,Validation,"(15, 63, 20, 1)"
1,3,1.0,Validation,"(20, 16, 10, 2)"
1,3,1.0,Validation,"(20, 63, 10, 2)"
1,3,,Test,"(10, 10, 10, 2)"
1,3,,Test,"(10, 10, 15, 1)"
1,3,,Test,"(10, 16, 10, 2)"
1,3,,Test,"(10, 16, 15, 3)"
1,3,,Test,"(10, 25, 15, 3)"
1,3,,Test,"(10, 25, 20, 1)"
1,3,,Test,"(10, 63, 10, 2)"
1,3,,Test,"(10, 63, 15, 2)"
1,3,,Test,"(10, 63, 20, 1)"
1,3,,Test,"(10, 100, 15, 3)"
1,3,,Test,"(10, 100, 20, 2)"
1,3,,Test,"(15, 10, 15, 2)"
1,3,,Test,"(15, 10, 20, 3)"
1,3,,Test,"(15, 16, 10, 1)"
1,3,,Test,"(15, 25, 20, 3)"
1,3,,Test,"(15, 40, 15, 2)"
1,3,,Test,"(15, 40, 20, 2)"
1,3,,Test,"(15, 63, 20, 2)"
1,3,,Test,"(15, 100, 10, 1)"
1,3,,Test,"(20, 10, 10, 3)"
1,3,,Test,"(20, 10, 15, 3)"
1,3,,Test,"(20, 16, 10, 1)"
1,3,,Test,"(20, 16, 15, 3)"
1,3,,Test,"(20, 16, 20, 2)"
1,3,,Test,"(20, 25, 15, 1)"
1,3,,Test,"(20, 25, 20, 3)"
1,3,,Test,"(20, 40, 15, 1)"
1,3,,Test,"(20, 40, 20, 2)"
1,3,,Test,"(20, 63, 15, 3)"
1,3,,Test,"(20, 63, 20, 3)"
1,3,,Test,"(20, 100, 10, 1)"
1,3,,Test,"(20, 100, 20, 1)"
1,3,,Test,"(25, 10, 10, 2)"
1,3,,Test,"(25, 10, 15, 2)"
1,3,,Test,"(25, 16, 20, 2)"
1,3,,Test,"(25, 25, 10, 1)"
1,3,,Test,"(25, 63, 10, 1)"
1,3,,Test,"(25, 63, 20, 2)"
1,3,,Test,"(25, 100, 10, 1)"
1,3,,Test,"(25, 100, 20, 1)"
1,4,1.0,Inner Train,"(10, 10, 10, 1)"
1,4,1.0,Inner Train,"(10, 10, 10, 2)"
1,4,1.0,Inner Train,"(10, 10, 15, 1)"
1,4,1.0,Inner Train,"(10, 10, 20, 3)"
1,4,1.0,Inner Train,"(10, 16, 10, 1)"
1,4,1.0,Inner Train,"(10, 16, 10, 2)"
1,4,1.0,Inner Train,"(10, 16, 10, 3)"
1,4,1.0,Inner Train,"(10, 16, 15, 2)"
1,4,1.0,Inner Train,"(10, 16, 20, 1)"
1,4,1.0,Inner Train,"(10, 16, 20, 2)"
1,4,1.0,Inner Train,"(10, 16, 20, 3)"
1,4,1.0,Inner Train,"(10, 25, 10, 2)"
1,4,1.0,Inner Train,"(10, 25, 10, 3)"
1,4,1.0,Inner Train,"(10, 25, 15, 2)"
1,4,1.0,Inner Train,"(10, 25, 15, 3)"
1,4,1.0,Inner Train,"(10, 25, 20, 1)"
1,4,1.0,Inner Train,"(10, 25, 20, 2)"
1,4,1.0,Inner Train,"(10, 25, 20, 3)"
1,4,1.0,Inner Train,"(10, 40, 10, 1)"
1,4,1.0,Inner Train,"(10, 40, 15, 2)"
1,4,1.0,Inner Train,"(10, 40, 15, 3)"
1,4,1.0,Inner Train,"(10, 40, 20, 1)"
1,4,1.0,Inner Train,"(10, 40, 20, 2)"
1,4,1.0,Inner Train,"(10, 40, 20, 3)"
1,4,1.0,Inner Train,"(10, 63, 10, 1)"
1,4,1.0,Inner Train,"(10, 63, 10, 2)"
1,4,1.0,Inner Train,"(10, 63, 10, 3)"
1,4,1.0,Inner Train,"(10, 63, 15, 2)"
1,4,1.0,Inner Train,"(10, 63, 15, 3)"
1,4,1.0,Inner Train,"(10, 63, 20, 1)"
1,4,1.0,Inner Train,"(10, 63, 20, 3)"
1,4,1.0,Inner Train,"(10, 100, 10, 1)"
1,4,1.0,Inner Train,"(10, 100, 15, 3)"
1,4,1.0,Inner Train,"(10, 100, 20, 1)"
1,4,1.0,Inner Train,"(10, 100, 20, 2)"
1,4,1.0,Inner Train,"(15, 10, 10, 2)"
1,4,1.0,Inner Train,"(15, 10, 10, 3)"
1,4,1.0,Inner Train,"(15, 10, 15, 2)"
1,4,1.0,Inner Train,"(15, 10, 20, 1)"
1,4,1.0,Inner Train,"(15, 10, 20, 2)"
1,4,1.0,Inner Train,"(15, 10, 20, 3)"
1,4,1.0,Inner Train,"(15, 16, 10, 3)"
1,4,1.0,Inner Train,"(15, 16, 15, 2)"
1,4,1.0,Inner Train,"(15, 16, 15, 3)"
1,4,1.0,Inner Train,"(15, 16, 20, 1)"
1,4,1.0,Inner Train,"(15, 16, 20, 3)"
1,4,1.0,Inner Train,"(15, 25, 10, 1)"
1,4,1.0,Inner Train,"(15, 25, 10, 3)"
1,4,1.0,Inner Train,"(15, 25, 15, 2)"
1,4,1.0,Inner Train,"(15, 25, 20, 1)"
1,4,1.0,Inner Train,"(15, 25, 20, 3)"
1,4,1.0,Inner Train,"(15, 40, 10, 1)"
1,4,1.0,Inner Train,"(15, 40, 15, 1)"
1,4,1.0,Inner Train,"(15, 40, 15, 2)"
1,4,1.0,Inner Train,"(15, 40, 15, 3)"
1,4,1.0,Inner Train,"(15, 40, 20, 2)"
1,4,1.0,Inner Train,"(15, 40, 20, 3)"
1,4,1.0,Inner Train,"(15, 63, 10, 2)"
1,4,1.0,Inner Train,"(15, 63, 10, 3)"
1,4,1.0,Inner Train,"(15, 63, 15, 1)"
1,4,1.0,Inner Train,"(15, 63, 15, 2)"
1,4,1.0,Inner Train,"(15, 63, 20, 1)"
1,4,1.0,Inner Train,"(15, 63, 20, 2)"
1,4,1.0,Inner Train,"(15, 63, 20, 3)"
1,4,1.0,Inner Train,"(15, 100, 10, 3)"
1,4,1.0,Inner Train,"(15, 100, 15, 2)"
1,4,1.0,Inner Train,"(15, 100, 15, 3)"
1,4,1.0,Inner Train,"(15, 100, 20, 2)"
1,4,1.0,Inner Train,"(15, 100, 20, 3)"
1,4,1.0,Inner Train,"(20, 10, 10, 1)"
1,4,1.0,Inner Train,"(20, 10, 10, 3)"
1,4,1.0,Inner Train,"(20, 10, 15, 1)"
1,4,1.0,Inner Train,"(20, 10, 15, 2)"
1,4,1.0,Inner Train,"(20, 10, 15, 3)"
1,4,1.0,Inner Train,"(20, 10, 20, 1)"
1,4,1.0,Inner Train,"(20, 10, 20, 2)"
1,4,1.0,Inner Train,"(20, 10, 20, 3)"
1,4,1.0,Inner Train,"(20, 16, 10, 1)"
1,4,1.0,Inner Train,"(20, 16, 10, 2)"
1,4,1.0,Inner Train,"(20, 16, 15, 1)"
1,4,1.0,Inner Train,"(20, 16, 15, 3)"
1,4,1.0,Inner Train,"(20, 16, 20, 1)"
1,4,1.0,Inner Train,"(20, 25, 10, 2)"
1,4,1.0,Inner Train,"(20, 25, 10, 3)"
1,4,1.0,Inner Train,"(20, 25, 15, 2)"
1,4,1.0,Inner Train,"(20, 25, 20, 1)"
1,4,1.0,Inner Train,"(20, 25, 20, 3)"
1,4,1.0,Inner Train,"(20, 40, 10, 2)"
1,4,1.0,Inner Train,"(20, 40, 10, 3)"
1,4,1.0,Inner Train,"(20, 40, 15, 1)"
1,4,1.0,Inner Train,"(20, 40, 15, 2)"
1,4,1.0,Inner Train,"(20, 40, 20, 2)"
1,4,1.0,Inner Train,"(20, 63, 10, 1)"
1,4,1.0,Inner Train,"(20, 63, 10, 2)"
1,4,1.0,Inner Train,"(20, 63, 10, 3)"
1,4,1.0,Inner Train,"(20, 63, 15, 1)"
1,4,1.0,Inner Train,"(20, 63, 15, 2)"
1,4,1.0,Inner Train,"(20, 63, 15, 3)"
1,4,1.0,Inner Train,"(20, 63, 20, 2)"
1,4,1.0,Inner Train,"(20, 63, 20, 3)"
1,4,1.0,Inner Train,"(20, 100, 10, 1)"
1,4,1.0,Inner Train,"(20, 100, 10, 3)"
1,4,1.0,Inner Train,"(20, 100, 15, 1)"
1,4,1.0,Inner Train,"(20, 100, 15, 2)"
1,4,1.0,Inner Train,"(20, 100, 15, 3)"
1,4,1.0,Inner Train,"(20, 100, 20, 1)"
1,4,1.0,Inner Train,"(20, 100, 20, 2)"
1,4,1.0,Inner Train,"(20, 100, 20, 3)"
1,4,1.0,Inner Train,"(25, 10, 10, 1)"
1,4,1.0,Inner Train,"(25, 10, 10, 2)"
1,4,1.0,Inner Train,"(25, 10, 15, 2)"
1,4,1.0,Inner Train,"(25, 10, 20, 2)"
1,4,1.0,Inner Train,"(25, 16, 10, 1)"
1,4,1.0,Inner Train,"(25, 16, 10, 2)"
1,4,1.0,Inner Train,"(25, 16, 15, 1)"
1,4,1.0,Inner Train,"(25, 16, 20, 1)"
1,4,1.0,Inner Train,"(25, 16, 20, 2)"
1,4,1.0,Inner Train,"(25, 25, 10, 1)"
1,4,1.0,Inner Train,"(25, 25, 15, 2)"
1,4,1.0,Inner Train,"(25, 25, 20, 1)"
1,4,1.0,Inner Train,"(25, 25, 20, 2)"
1,4,1.0,Inner Train,"(25, 40, 10, 1)"
1,4,1.0,Inner Train,"(25, 40, 10, 2)"
1,4,1.0,Inner Train,"(25, 40, 15, 1)"
1,4,1.0,Inner Train,"(25, 40, 15, 2)"
1,4,1.0,Inner Train,"(25, 40, 20, 1)"
1,4,1.0,Inner Train,"(25, 63, 10, 1)"
1,4,1.0,Inner Train,"(25, 63, 10, 2)"
1,4,1.0,Inner Train,"(25, 63, 15, 1)"
1,4,1.0,Inner Train,"(25, 63, 15, 2)"
1,4,1.0,Inner Train,"(25, 63, 20, 2)"
1,4,1.0,Inner Train,"(25, 100, 10, 1)"
1,4,1.0,Inner Train,"(25, 100, 15, 1)"
1,4,1.0,Inner Train,"(25, 100, 20, 1)"
1,4,1.0,Validation,"(20, 40, 15, 3)"
1,4,1.0,Validation,"(15, 25, 20, 2)"
1,4,1.0,Validation,"(20, 16, 15, 2)"
1,4,1.0,Validation,"(10, 10, 20, 1)"
1,4,1.0,Validation,"(20, 25, 10, 1)"
1,4,1.0,Validation,"(15, 40, 10, 3)"
1,4,1.0,Validation,"(15, 16, 10, 1)"
1,4,1.0,Validation,"(20, 16, 10, 3)"
1,4,1.0,Validation,"(10, 40, 10, 3)"
1,4,1.0,Validation,"(10, 10, 15, 2)"
1,4,1.0,Validation,"(25, 10, 20, 1)"
1,4,1.0,Validation,"(25, 100, 10, 2)"
1,4,1.0,Validation,"(15, 25, 15, 1)"
1,4,1.0,Validation,"(10, 100, 15, 2)"
1,4,1.0,Validation,"(15, 10, 15, 1)"
1,4,1.0,Validation,"(10, 16, 15, 3)"
1,4,1.0,Validation,"(25, 10, 15, 1)"
1,4,1.0,Validation,"(20, 16, 20, 2)"
1,4,1.0,Validation,"(20, 40, 20, 3)"
1,4,1.0,Validation,"(10, 40, 15, 1)"
1,4,1.0,Validation,"(25, 25, 10, 2)"
1,4,1.0,Validation,"(10, 100, 10, 3)"
1,4,1.0,Validation,"(20, 25, 15, 1)"
1,4,1.0,Validation,"(15, 100, 10, 1)"
1,4,,Test,"(10, 10, 10, 3)"
1,4,,Test,"(10, 10, 15, 3)"
1,4,,Test,"(10, 10, 20, 2)"
1,4,,Test,"(10, 16, 15, 1)"
1,4,,Test,"(10, 25, 10, 1)"
1,4,,Test,"(10, 25, 15, 1)"
1,4,,Test,"(10, 40, 10, 2)"
1,4,,Test,"(10, 63, 15, 1)"
1,4,,Test,"(10, 63, 20, 2)"
1,4,,Test,"(10, 100, 10, 2)"
1,4,,Test,"(10, 100, 15, 1)"
1,4,,Test,"(10, 100, 20, 3)"
1,4,,Test,"(15, 10, 10, 1)"
1,4,,Test,"(15, 10, 15, 3)"
1,4,,Test,"(15, 16, 10, 2)"
1,4,,Test,"(15, 16, 15, 1)"
1,4,,Test,"(15, 16, 20, 2)"
1,4,,Test,"(15, 25, 10, 2)"
1,4,,Test,"(15, 25, 15, 3)"
1,4,,Test,"(15, 40, 10, 2)"
1,4,,Test,"(15, 40, 20, 1)"
1,4,,Test,"(15, 63, 10, 1)"
1,4,,Test,"(15, 63, 15, 3)"
1,4,,Test,"(15, 100, 10, 2)"
1,4,,Test,"(15, 100, 15, 1)"
1,4,,Test,"(15, 100, 20, 1)"
1,4,,Test,"(20, 10, 10, 2)"
1,4,,Test,"(20, 16, 20, 3)"
1,4,,Test,"(20, 25, 15, 3)"
1,4,,Test,"(20, 25, 20, 2)"
1,4,,Test,"(20, 40, 10, 1)"
1,4,,Test,"(20, 40, 20, 1)"
1,4,,Test,"(20, 63, 20, 1)"
1,4,,Test,"(20, 100, 10, 2)"
1,4,,Test,"(25, 16, 15, 2)"
1,4,,Test,"(25, 25, 15, 1)"
1,4,,Test,"(25, 40, 20, 2)"
1,4,,Test,"(25, 63, 20, 1)"
1,4,,Test,"(25, 100, 15, 2)"
1,4,,Test,"(25, 100, 20, 2)"
1,5,1.0,Inner Train,"(10, 10, 10, 2)"
1,5,1.0,Inner Train,"(10, 10, 10, 3)"
1,5,1.0,Inner Train,"(10, 10, 15, 1)"
1,5,1.0,Inner Train,"(10, 10, 15, 3)"
1,5,1.0,Inner Train,"(10, 10, 20, 1)"
1,5,1.0,Inner Train,"(10, 10, 20, 2)"
1,5,1.0,Inner Train,"(10, 16, 10, 2)"
1,5,1.0,Inner Train,"(10, 16, 15, 1)"
1,5,1.0,Inner Train,"(10, 16, 15, 2)"
1,5,1.0,Inner Train,"(10, 16, 15, 3)"
1,5,1.0,Inner Train,"(10, 16, 20, 2)"
1,5,1.0,Inner Train,"(10, 16, 20, 3)"
1,5,1.0,Inner Train,"(10, 25, 10, 1)"
1,5,1.0,Inner Train,"(10, 25, 10, 3)"
1,5,1.0,Inner Train,"(10, 25, 15, 1)"
1,5,1.0,Inner Train,"(10, 25, 15, 3)"
1,5,1.0,Inner Train,"(10, 25, 20, 2)"
1,5,1.0,Inner Train,"(10, 25, 20, 3)"
1,5,1.0,Inner Train,"(10, 40, 10, 1)"
1,5,1.0,Inner Train,"(10, 40, 10, 2)"
1,5,1.0,Inner Train,"(10, 40, 10, 3)"
1,5,1.0,Inner Train,"(10, 40, 15, 1)"
1,5,1.0,Inner Train,"(10, 40, 15, 2)"
1,5,1.0,Inner Train,"(10, 40, 20, 2)"
1,5,1.0,Inner Train,"(10, 63, 10, 1)"
1,5,1.0,Inner Train,"(10, 63, 10, 3)"
1,5,1.0,Inner Train,"(10, 63, 15, 1)"
1,5,1.0,Inner Train,"(10, 63, 15, 2)"
1,5,1.0,Inner Train,"(10, 63, 15, 3)"
1,5,1.0,Inner Train,"(10, 63, 20, 1)"
1,5,1.0,Inner Train,"(10, 63, 20, 2)"
1,5,1.0,Inner Train,"(10, 100, 10, 1)"
1,5,1.0,Inner Train,"(10, 100, 10, 2)"
1,5,1.0,Inner Train,"(10, 100, 15, 1)"
1,5,1.0,Inner Train,"(10, 100, 15, 2)"
1,5,1.0,Inner Train,"(10, 100, 15, 3)"
1,5,1.0,Inner Train,"(10, 100, 20, 1)"
1,5,1.0,Inner Train,"(10, 100, 20, 2)"
1,5,1.0,Inner Train,"(10, 100, 20, 3)"
1,5,1.0,Inner Train,"(15, 10, 10, 2)"
1,5,1.0,Inner Train,"(15, 10, 10, 3)"
1,5,1.0,Inner Train,"(15, 10, 15, 2)"
1,5,1.0,Inner Train,"(15, 10, 15, 3)"
1,5,1.0,Inner Train,"(15, 10, 20, 1)"
1,5,1.0,Inner Train,"(15, 10, 20, 3)"
1,5,1.0,Inner Train,"(15, 16, 10, 1)"
1,5,1.0,Inner Train,"(15, 16, 10, 2)"
1,5,1.0,Inner Train,"(15, 16, 15, 1)"
1,5,1.0,Inner Train,"(15, 16, 20, 1)"
1,5,1.0,Inner Train,"(15, 16, 20, 2)"
1,5,1.0,Inner Train,"(15, 25, 10, 1)"
1,5,1.0,Inner Train,"(15, 25, 10, 2)"
1,5,1.0,Inner Train,"(15, 25, 10, 3)"
1,5,1.0,Inner Train,"(15, 25, 15, 3)"
1,5,1.0,Inner Train,"(15, 25, 20, 2)"
1,5,1.0,Inner Train,"(15, 25, 20, 3)"
1,5,1.0,Inner Train,"(15, 40, 10, 2)"
1,5,1.0,Inner Train,"(15, 40, 10, 3)"
1,5,1.0,Inner Train,"(15, 40, 15, 2)"
1,5,1.0,Inner Train,"(15, 40, 15, 3)"
1,5,1.0,Inner Train,"(15, 40, 20, 1)"
1,5,1.0,Inner Train,"(15, 40, 20, 2)"
1,5,1.0,Inner Train,"(15, 40, 20, 3)"
1,5,1.0,Inner Train,"(15, 63, 10, 1)"
1,5,1.0,Inner Train,"(15, 63, 10, 2)"
1,5,1.0,Inner Train,"(15, 63, 15, 1)"
1,5,1.0,Inner Train,"(15, 63, 15, 2)"
1,5,1.0,Inner Train,"(15, 63, 15, 3)"
1,5,1.0,Inner Train,"(15, 63, 20, 2)"
1,5,1.0,Inner Train,"(15, 63, 20, 3)"
1,5,1.0,Inner Train,"(15, 100, 10, 1)"
1,5,1.0,Inner Train,"(15, 100, 10, 2)"
1,5,1.0,Inner Train,"(15, 100, 15, 1)"
1,5,1.0,Inner Train,"(15, 100, 15, 3)"
1,5,1.0,Inner Train,"(15, 100, 20, 1)"
1,5,1.0,Inner Train,"(15, 100, 20, 2)"
1,5,1.0,Inner Train,"(20, 10, 10, 2)"
1,5,1.0,Inner Train,"(20, 10, 10, 3)"
1,5,1.0,Inner Train,"(20, 10, 15, 1)"
1,5,1.0,Inner Train,"(20, 10, 15, 2)"
1,5,1.0,Inner Train,"(20, 10, 20, 2)"
1,5,1.0,Inner Train,"(20, 16, 10, 1)"
1,5,1.0,Inner Train,"(20, 16, 10, 2)"
1,5,1.0,Inner Train,"(20, 16, 15, 1)"
1,5,1.0,Inner Train,"(20, 16, 15, 2)"
1,5,1.0,Inner Train,"(20, 16, 15, 3)"
1,5,1.0,Inner Train,"(20, 16, 20, 1)"
1,5,1.0,Inner Train,"(20, 16, 20, 2)"
1,5,1.0,Inner Train,"(20, 16, 20, 3)"
1,5,1.0,Inner Train,"(20, 25, 10, 1)"
1,5,1.0,Inner Train,"(20, 25, 15, 1)"
1,5,1.0,Inner Train,"(20, 25, 15, 2)"
1,5,1.0,Inner Train,"(20, 25, 15, 3)"
1,5,1.0,Inner Train,"(20, 25, 20, 1)"
1,5,1.0,Inner Train,"(20, 25, 20, 2)"
1,5,1.0,Inner Train,"(20, 25, 20, 3)"
1,5,1.0,Inner Train,"(20, 40, 10, 1)"
1,5,1.0,Inner Train,"(20, 40, 10, 3)"
1,5,1.0,Inner Train,"(20, 40, 15, 2)"
1,5,1.0,Inner Train,"(20, 40, 15, 3)"
1,5,1.0,Inner Train,"(20, 40, 20, 1)"
1,5,1.0,Inner Train,"(20, 40, 20, 3)"
1,5,1.0,Inner Train,"(20, 63, 10, 1)"
1,5,1.0,Inner Train,"(20, 63, 10, 3)"
1,5,1.0,Inner Train,"(20, 63, 15, 2)"
1,5,1.0,Inner Train,"(20, 63, 15, 3)"
1,5,1.0,Inner Train,"(20, 63, 20, 1)"
1,5,1.0,Inner Train,"(20, 100, 10, 1)"
1,5,1.0,Inner Train,"(20, 100, 10, 2)"
1,5,1.0,Inner Train,"(20, 100, 10, 3)"
1,5,1.0,Inner Train,"(20, 100, 15, 3)"
1,5,1.0,Inner Train,"(20, 100, 20, 1)"
1,5,1.0,Inner Train,"(25, 10, 10, 2)"
1,5,1.0,Inner Train,"(25, 10, 15, 2)"
1,5,1.0,Inner Train,"(25, 10, 20, 1)"
1,5,1.0,Inner Train,"(25, 16, 10, 2)"
1,5,1.0,Inner Train,"(25, 16, 15, 1)"
1,5,1.0,Inner Train,"(25, 16, 15, 2)"
1,5,1.0,Inner Train,"(25, 16, 20, 2)"
1,5,1.0,Inner Train,"(25, 25, 10, 1)"
1,5,1.0,Inner Train,"(25, 25, 10, 2)"
1,5,1.0,Inner Train,"(25, 25, 15, 1)"
1,5,1.0,Inner Train,"(25, 25, 20, 1)"
1,5,1.0,Inner Train,"(25, 40, 10, 1)"
1,5,1.0,Inner Train,"(25, 40, 15, 1)"
1,5,1.0,Inner Train,"(25, 40, 20, 1)"
1,5,1.0,Inner Train,"(25, 40, 20, 2)"
1,5,1.0,Inner Train,"(25, 63, 10, 1)"
1,5,1.0,Inner Train,"(25, 63, 15, 1)"
1,5,1.0,Inner Train,"(25, 63, 20, 1)"
1,5,1.0,Inner Train,"(25, 100, 10, 1)"
1,5,1.0,Inner Train,"(25, 100, 15, 1)"
1,5,1.0,Inner Train,"(25, 100, 15, 2)"
1,5,1.0,Inner Train,"(25, 100, 20, 1)"
1,5,1.0,Inner Train,"(25, 100, 20, 2)"
1,5,1.0,Validation,"(10, 10, 15, 2)"
1,5,1.0,Validation,"(10, 100, 10, 3)"
1,5,1.0,Validation,"(10, 10, 10, 1)"
1,5,1.0,Validation,"(20, 10, 20, 1)"
1,5,1.0,Validation,"(20, 100, 15, 2)"
1,5,1.0,Validation,"(20, 10, 15, 3)"
1,5,1.0,Validation,"(20, 40, 20, 2)"
1,5,1.0,Validation,"(15, 16, 10, 3)"
1,5,1.0,Validation,"(15, 25, 15, 1)"
1,5,1.0,Validation,"(25, 10, 20, 2)"
1,5,1.0,Validation,"(20, 25, 10, 3)"
1,5,1.0,Validation,"(20, 63, 20, 3)"
1,5,1.0,Validation,"(25, 63, 20, 2)"
1,5,1.0,Validation,"(20, 40, 15, 1)"
1,5,1.0,Validation,"(10, 25, 20, 1)"
1,5,1.0,Validation,"(10, 40, 20, 1)"
1,5,1.0,Validation,"(15, 63, 20, 1)"
1,5,1.0,Validation,"(10, 16, 10, 3)"
1,5,1.0,Validation,"(10, 63, 20, 3)"
1,5,1.0,Validation,"(15, 10, 10, 1)"
1,5,1.0,Validation,"(25, 10, 15, 1)"
1,5,1.0,Validation,"(15, 16, 15, 2)"
1,5,1.0,Validation,"(10, 63, 10, 2)"
1,5,1.0,Validation,"(20, 100, 20, 3)"
1,5,,Test,"(10, 10, 20, 3)"
1,5,,Test,"(10, 16, 10, 1)"
1,5,,Test,"(10, 16, 20, 1)"
1,5,,Test,"(10, 25, 10, 2)"
1,5,,Test,"(10, 25, 15, 2)"
1,5,,Test,"(10, 40, 15, 3)"
1,5,,Test,"(10, 40, 20, 3)"
1,5,,Test,"(15, 10, 15, 1)"
1,5,,Test,"(15, 10, 20, 2)"
1,5,,Test,"(15, 16, 15, 3)"
1,5,,Test,"(15, 16, 20, 3)"
1,5,,Test,"(15, 25, 15, 2)"
1,5,,Test,"(15, 25, 20, 1)"
1,5,,Test,"(15, 40, 10, 1)"
1,5,,Test,"(15, 40, 15, 1)"
1,5,,Test,"(15, 63, 10, 3)"
1,5,,Test,"(15, 100, 10, 3)"
1,5,,Test,"(15, 100, 15, 2)"
1,5,,Test,"(15, 100, 20, 3)"
1,5,,Test,"(20, 10, 10, 1)"
1,5,,Test,"(20, 10, 20, 3)"
1,5,,Test,"(20, 16, 10, 3)"
1,5,,Test,"(20, 25, 10, 2)"
1,5,,Test,"(20, 40, 10, 2)"
1,5,,Test,"(20, 63, 10, 2)"
1,5,,Test,"(20, 63, 15, 1)"
1,5,,Test,"(20, 63, 20, 2)"
1,5,,Test,"(20, 100, 15, 1)"
1,5,,Test,"(20, 100, 20, 2)"
1,5,,Test,"(25, 10, 10, 1)"
1,5,,Test,"(25, 16, 10, 1)"
1,5,,Test,"(25, 16, 20, 1)"
1,5,,Test,"(25, 25, 15, 2)"
1,5,,Test,"(25, 25, 20, 2)"
1,5,,Test,"(25, 40, 10, 2)"
1,5,,Test,"(25, 40, 15, 2)"
1,5,,Test,"(25, 63, 10, 2)"
1,5,,Test,"(25, 63, 15, 2)"
1,5,,Test,"(25, 100, 10, 2)"
